date,smp_max,smp_min,smp_mean,supply
2019-09-30,175.87,160.56,167.6,75.9
2019-10-01,182.38,163.9,170.75,73.51
2019-10-02,178.01,161.01,168.01,69.56
2019-10-03,187.58,117.52,166.95,66.38
2019-10-04,173.84,161.81,168.94,69.97
2019-10-05,180.4,132.45,169.4,64.88
2019-10-06,186.57,161.1,170.99,64.26
2019-10-07,180.1,127.61,164.39,66.39
2019-10-08,185.03,134.41,170.77,64.88
2019-10-09,182.27,132.05,168.72,64.59
2019-10-10,182.04,131.77,166.69,66.82
2019-10-11,182.74,119.81,158.37,64.73
2019-10-12,176.53,165.64,172.52,64.23
2019-10-13,175.61,157.5,166.51,62.4
2019-10-14,188.13,90.93,161.0,65.2
2019-10-15,183.96,130.22,166.74,66.77
2019-10-16,183.64,128.26,166.46,66.3
2019-10-17,191.62,92.47,163.73,66.72
2019-10-18,191.92,85.84,162.1,66.04
2019-10-19,193.91,62.04,146.69,63.52
2019-10-20,188.88,59.26,161.69,63.34
2019-10-21,192.63,92.27,158.68,66.09
2019-10-22,192.62,93.25,162.16,66.56
2019-10-23,187.32,92.76,150.39,67.47
2019-10-24,187.6,92.8,154.91,66.48
2019-10-25,180.79,92.81,160.69,66.85
2019-10-26,183.74,96.28,140.82,64.51
2019-10-27,184.84,96.38,148.24,63.31
2019-10-28,192.42,97.54,157.74,67.14
2019-10-29,188.74,131.63,165.8,66.97
2019-10-30,190.44,103.54,145.03,67.02
2019-10-31,182.03,103.54,155.29,67.3
2019-11-01,181.95,77.18,154.36,67.0
2019-11-02,180.73,63.77,150.42,63.8
2019-11-03,181.26,58.68,132.54,65.09
2019-11-04,180.31,77.45,154.57,67.49
2019-11-05,177.61,91.75,162.17,65.46
2019-11-06,180.59,158.45,166.34,66.55
2019-11-07,181.83,162.21,167.18,69.32
2019-11-08,177.69,91.85,164.59,67.85
2019-11-09,183.51,92.65,158.2,65.51
2019-11-10,182.71,89.23,153.95,65.53
2019-11-11,179.89,90.34,162.04,70.77
2019-11-12,185.96,90.34,157.91,67.18
2019-11-13,182.91,89.22,132.13,68.44
2019-11-14,176.15,90.34,139.1,71.15
2019-11-15,171.65,151.17,163.85,71.25
2019-11-16,171.89,157.82,165.92,65.56
2019-11-17,178.36,139.52,162.87,65.14
2019-11-18,170.04,156.79,165.05,70.87
2019-11-19,169.71,84.82,161.75,75.21
2019-11-20,179.72,84.6,162.0,73.61
2019-11-21,179.01,84.58,149.04,71.39
2019-11-22,174.09,81.01,153.25,68.99
2019-11-23,178.21,88.6,136.62,64.85
2019-11-24,184.27,89.04,130.44,64.51
2019-11-25,174.25,75.86,163.62,74.19
2019-11-26,166.94,85.96,160.66,72.18
2019-11-27,172.87,85.52,150.38,77.38
2019-11-28,175.26,88.6,137.97,75.42
2019-11-29,178.38,88.6,142.01,76.27
2019-11-30,173.38,86.22,137.03,68.88
2019-12-01,185.79,135.81,169.78,68.66
2019-12-02,185.55,89.08,145.26,78.18
2019-12-03,194.62,87.79,139.33,78.55
2019-12-04,192.6,88.23,137.73,78.25
2019-12-05,195.16,88.23,147.1,83.52
2019-12-06,197.19,127.92,164.24,84.89
2019-12-07,199.44,88.23,160.68,80.8
2019-12-08,179.37,88.23,151.54,74.76
2019-12-09,176.7,88.23,153.32,80.93
2019-12-10,191.04,88.23,145.43,75.2
2019-12-11,180.72,88.23,148.62,77.07
2019-12-12,188.45,88.23,141.82,81.14
2019-12-13,169.18,88.23,122.79,77.47
2019-12-14,146.9,88.18,107.72,75.64
2019-12-15,152.63,87.63,109.63,70.11
2019-12-16,196.99,88.23,124.52,73.9
2019-12-17,145.51,85.65,107.8,73.88
2019-12-18,146.37,85.57,113.87,80.47
2019-12-19,146.32,85.56,115.52,81.56
2019-12-20,197.87,85.44,113.8,80.89
2019-12-21,153.66,83.73,104.44,77.5
2019-12-22,138.02,82.35,99.62,76.96
2019-12-23,144.25,85.57,99.13,81.7
2019-12-24,420.83,84.57,130.21,81.29
2019-12-25,146.35,85.78,91.86,73.07
2019-12-26,148.89,85.61,98.85,82.38
2019-12-27,204.7,85.47,138.92,84.65
2019-12-28,143.94,89.84,131.05,80.27
2019-12-29,151.05,83.58,121.39,72.94
2019-12-30,149.26,85.85,111.14,77.65
2019-12-31,151.84,87.38,121.19,90.01
2020-01-01,154.95,84.89,107.36,81.3
2020-01-02,207.32,88.79,120.82,80.69
2020-01-03,152.22,88.79,115.41,79.2
2020-01-04,150.43,79.39,111.94,80.59
2020-01-05,202.96,88.79,115.54,77.7
2020-01-06,149.02,88.79,114.33,75.77
2020-01-07,90.68,84.99,88.47,73.05
2020-01-08,90.57,82.55,88.71,86.85
2020-01-09,152.84,85.83,109.34,86.28
2020-01-10,204.67,86.89,113.74,81.83
2020-01-11,150.12,79.37,109.24,81.19
2020-01-12,131.37,79.63,95.92,83.29
2020-01-13,201.08,88.79,131.02,87.61
2020-01-14,155.69,86.72,107.74,93.73
2020-01-15,204.29,86.9,114.96,91.51
2020-01-16,211.86,87.06,123.36,88.81
2020-01-17,154.99,86.9,106.64,91.36
2020-01-18,151.04,81.22,106.0,87.43
2020-01-19,155.32,84.92,106.77,83.52
2020-01-20,152.78,86.49,112.4,88.97
2020-01-21,208.76,87.15,123.61,86.26
2020-01-22,207.03,87.11,126.0,83.08
2020-01-23,152.37,86.49,111.6,75.65
2020-01-24,152.68,72.64,95.86,71.58
2020-01-25,155.46,85.94,99.77,70.02
2020-01-26,92.32,72.64,88.38,72.42
2020-01-27,154.46,78.95,94.07,76.64
2020-01-28,156.57,84.8,103.05,80.25
2020-01-29,154.78,86.99,109.21,82.9
2020-01-30,203.15,84.87,112.85,84.85
2020-01-31,205.89,84.8,117.22,86.06
2020-02-01,194.91,82.33,145.08,81.27
2020-02-02,146.89,74.43,105.99,81.55
2020-02-03,206.45,83.81,116.21,86.64
2020-02-04,197.81,84.18,121.4,85.41
2020-02-05,203.97,82.65,114.89,90.87
2020-02-06,199.18,84.12,120.97,90.06
2020-02-07,201.69,84.28,123.62,84.37
2020-02-08,152.36,77.42,93.72,84.11
2020-02-09,146.77,74.88,93.66,82.41
2020-02-10,173.09,82.82,113.48,83.3
2020-02-11,199.75,84.91,121.86,75.87
2020-02-12,197.67,84.45,109.97,77.11
2020-02-13,198.27,85.02,111.64,74.24
2020-02-14,201.01,84.3,103.99,73.26
2020-02-15,153.83,84.16,97.63,67.03
2020-02-16,132.46,74.43,85.7,83.08
2020-02-17,86.45,80.43,85.15,91.7
2020-02-18,194.37,80.37,115.3,89.34
2020-02-19,200.18,83.33,127.68,84.65
2020-02-20,192.29,80.65,116.47,83.48
2020-02-21,198.25,79.8,137.03,76.18
2020-02-22,162.12,75.94,93.11,78.85
2020-02-23,200.38,74.51,120.64,79.97
2020-02-24,155.39,83.7,88.62,74.34
2020-02-25,155.02,83.73,88.74,71.42
2020-02-26,154.11,84.27,99.48,77.24
2020-02-27,157.68,80.86,103.72,77.31
2020-02-28,201.64,85.15,124.59,81.35
2020-02-29,158.72,83.67,114.51,73.92
2020-03-01,145.93,85.5,95.31,73.4
2020-03-02,143.09,74.85,94.48,82.43
2020-03-03,156.19,86.01,106.85,75.89
2020-03-04,88.22,83.84,87.07,83.86
2020-03-05,157.4,82.47,102.69,84.14
2020-03-06,221.17,87.15,113.25,80.92
2020-03-07,137.51,85.88,104.61,75.73
2020-03-08,145.87,78.59,90.18,72.06
2020-03-09,157.81,85.42,93.23,75.73
2020-03-10,88.57,81.78,87.07,83.12
2020-03-11,164.95,81.68,102.5,83.45
2020-03-12,216.96,86.16,114.02,78.87
2020-03-13,159.09,87.07,97.6,75.16
2020-03-14,139.45,81.36,93.38,81.39
2020-03-15,162.69,78.86,90.06,75.76
2020-03-16,218.77,77.58,129.39,81.51
2020-03-17,225.54,81.08,122.75,77.26
2020-03-18,221.85,85.22,127.3,72.57
2020-03-19,141.9,82.46,98.71,79.57
2020-03-20,166.63,85.36,115.6,76.89
2020-03-21,162.69,79.72,113.12,69.13
2020-03-22,153.21,75.74,121.06,68.16
2020-03-23,190.9,85.59,127.58,74.08
2020-03-24,183.8,84.62,130.02,74.77
2020-03-25,163.84,79.89,115.76,67.58
2020-03-26,137.99,78.69,112.05,70.87
2020-03-27,141.76,80.01,95.49,71.5
2020-03-28,228.52,81.65,126.56,77.13
2020-03-29,217.44,84.66,133.76,71.54
2020-03-30,218.2,87.57,149.84,72.57
2020-03-31,221.11,87.25,129.67,71.36
2020-04-01,188.96,77.39,103.77,75.4
2020-04-02,223.66,67.61,124.76,75.42
2020-04-03,220.37,76.84,117.84,75.03
2020-04-04,130.19,57.22,98.3,74.64
2020-04-05,127.09,51.82,83.48,76.56
2020-04-06,218.1,68.21,124.51,73.34
2020-04-07,220.61,66.61,125.01,75.51
2020-04-08,217.11,67.61,125.72,73.14
2020-04-09,220.82,67.61,131.84,74.24
2020-04-10,222.82,67.61,132.1,72.45
2020-04-11,220.31,82.93,146.26,74.41
2020-04-12,221.07,50.87,108.81,76.31
2020-04-13,217.72,73.93,106.6,78.57
2020-04-14,211.64,77.1,131.06,71.75
2020-04-15,233.13,82.68,146.15,72.96
2020-04-16,214.46,76.93,106.1,68.72
2020-04-17,218.75,76.57,101.41,71.96
2020-04-18,226.22,68.69,125.79,70.04
2020-04-19,231.83,85.77,137.23,69.58
2020-04-20,221.07,74.0,124.68,69.3
2020-04-21,132.07,79.59,95.35,73.88
2020-04-22,216.96,84.25,140.42,75.97
2020-04-23,220.11,73.91,152.09,77.19
2020-04-24,221.2,70.33,171.41,74.99
2020-04-25,226.24,52.19,142.22,68.53
2020-04-26,226.57,119.26,184.07,68.14
2020-04-27,226.19,120.42,183.84,69.56
2020-04-28,226.79,117.22,187.98,72.75
2020-04-29,218.34,57.02,143.61,71.97
2020-04-30,138.61,56.64,83.45,65.19
2020-05-01,121.4,56.99,90.9,64.73
2020-05-02,114.45,53.38,87.19,63.77
2020-05-03,214.3,55.4,122.29,62.23
2020-05-04,194.2,75.24,105.27,64.4
2020-05-05,209.14,56.62,124.66,62.65
2020-05-06,212.39,58.69,149.9,65.15
2020-05-07,208.15,61.39,123.61,66.33
2020-05-08,195.25,60.53,102.19,61.98
2020-05-09,111.72,56.95,86.75,61.38
2020-05-10,114.58,55.8,92.97,62.63
2020-05-11,211.42,80.65,131.47,65.17
2020-05-12,195.37,66.03,103.17,64.74
2020-05-13,227.81,61.88,111.68,66.7
2020-05-14,193.28,66.78,100.46,62.7
2020-05-15,198.23,61.81,102.38,64.91
2020-05-16,220.91,88.5,121.19,61.75
2020-05-17,207.75,65.78,116.82,61.55
2020-05-18,113.31,66.86,98.98,63.91
